"Lon","Lat","region"
5.625,61.125,"NorthSea.IBTS"
5.875,61.125,"NorthSea.EwE"
5.875,61.125,"NorthSea.IBTS"
6.125,61.125,"NorthSea.EwE"
6.125,61.125,"NorthSea.IBTS"
6.875,61.125,"NorthSea.EwE"
7.125,61.125,"NorthSea.EwE"
7.125,61.125,"NorthSea.IBTS"
7.375,61.125,"NorthSea.EwE"
7.375,61.125,"NorthSea.IBTS"
17.375,61.125,"Baltic.Sea"
17.625,61.125,"Baltic.Sea"
17.875,61.125,"Baltic.Sea"
18.125,61.125,"Baltic.Sea"
18.375,61.125,"Baltic.Sea"
18.625,61.125,"Baltic.Sea"
18.875,61.125,"Baltic.Sea"
19.125,61.125,"Baltic.Sea"
19.375,61.125,"Baltic.Sea"
19.625,61.125,"Baltic.Sea"
19.875,61.125,"Baltic.Sea"
20.125,61.125,"Baltic.Sea"
20.375,61.125,"Baltic.Sea"
20.625,61.125,"Baltic.Sea"
20.875,61.125,"Baltic.Sea"
21.125,61.125,"Baltic.Sea"
21.375,61.125,"Baltic.Sea"
-174.375,60.875,"East.Bearing.Sea.shelf"
-174.125,60.875,"East.Bearing.Sea.shelf"
-173.875,60.875,"East.Bearing.Sea.shelf"
-173.625,60.875,"East.Bearing.Sea.shelf"
-173.375,60.875,"East.Bearing.Sea.shelf"
-173.125,60.875,"East.Bearing.Sea.shelf"
-172.875,60.875,"East.Bearing.Sea.shelf"
-172.625,60.875,"East.Bearing.Sea.shelf"
-172.375,60.875,"East.Bearing.Sea.shelf"
-172.125,60.875,"East.Bearing.Sea.shelf"
-171.875,60.875,"East.Bearing.Sea.shelf"
-171.625,60.875,"East.Bearing.Sea.shelf"
-171.375,60.875,"East.Bearing.Sea.shelf"
-171.125,60.875,"East.Bearing.Sea.shelf"
-151.625,60.875,"Gulf.Alaska"
-151.375,60.875,"Gulf.Alaska"
-151.125,60.875,"Gulf.Alaska"
-150.875,60.875,"Gulf.Alaska"
-148.125,60.875,"Gulf.Alaska"
-147.125,60.875,"Gulf.Alaska"
-146.875,60.875,"Gulf.Alaska"
-144.625,60.875,"Gulf.Alaska"
-4.875,60.875,"NorthSea.IBTS"
-4.625,60.875,"NorthSea.IBTS"
-4.375,60.875,"NorthSea.IBTS"
-4.125,60.875,"NorthSea.IBTS"
-3.875,60.875,"NorthSea.EwE"
-3.875,60.875,"NorthSea.IBTS"
-3.625,60.875,"NorthSea.EwE"
-3.625,60.875,"NorthSea.IBTS"
-3.375,60.875,"NorthSea.EwE"
-3.375,60.875,"NorthSea.IBTS"
-3.125,60.875,"NorthSea.EwE"
-3.125,60.875,"NorthSea.IBTS"
-2.875,60.875,"NorthSea.EwE"
-2.875,60.875,"NorthSea.IBTS"
-2.625,60.875,"NorthSea.EwE"
-2.625,60.875,"NorthSea.IBTS"
-2.375,60.875,"NorthSea.EwE"
-2.375,60.875,"NorthSea.IBTS"
-2.125,60.875,"NorthSea.EwE"
-2.125,60.875,"NorthSea.IBTS"
-1.875,60.875,"NorthSea.EwE"
-1.875,60.875,"NorthSea.IBTS"
-1.625,60.875,"NorthSea.EwE"
-1.625,60.875,"NorthSea.IBTS"
-1.375,60.875,"NorthSea.EwE"
-1.375,60.875,"NorthSea.IBTS"
-1.125,60.875,"NorthSea.EwE"
-1.125,60.875,"NorthSea.IBTS"
-0.875,60.875,"NorthSea.EwE"
-0.875,60.875,"NorthSea.IBTS"
-0.625,60.875,"NorthSea.EwE"
-0.625,60.875,"NorthSea.IBTS"
-0.375,60.875,"NorthSea.EwE"
-0.375,60.875,"NorthSea.IBTS"
-0.125,60.875,"NorthSea.EwE"
-0.125,60.875,"NorthSea.IBTS"
0.125,60.875,"NorthSea.EwE"
0.125,60.875,"NorthSea.IBTS"
0.375,60.875,"NorthSea.EwE"
0.375,60.875,"NorthSea.IBTS"
0.625,60.875,"NorthSea.EwE"
0.625,60.875,"NorthSea.IBTS"
0.875,60.875,"NorthSea.EwE"
0.875,60.875,"NorthSea.IBTS"
1.125,60.875,"NorthSea.EwE"
1.125,60.875,"NorthSea.IBTS"
1.375,60.875,"NorthSea.EwE"
1.375,60.875,"NorthSea.IBTS"
1.625,60.875,"NorthSea.EwE"
1.625,60.875,"NorthSea.IBTS"
1.875,60.875,"NorthSea.EwE"
1.875,60.875,"NorthSea.IBTS"
2.125,60.875,"NorthSea.EwE"
2.125,60.875,"NorthSea.IBTS"
2.375,60.875,"NorthSea.EwE"
2.375,60.875,"NorthSea.IBTS"
2.625,60.875,"NorthSea.EwE"
2.625,60.875,"NorthSea.IBTS"
2.875,60.875,"NorthSea.EwE"
2.875,60.875,"NorthSea.IBTS"
3.125,60.875,"NorthSea.EwE"
3.125,60.875,"NorthSea.IBTS"
3.375,60.875,"NorthSea.EwE"
3.375,60.875,"NorthSea.IBTS"
3.625,60.875,"NorthSea.EwE"
3.625,60.875,"NorthSea.IBTS"
